index, word, occurances
4523	touch	10
4524	filthy	1
4525	hands,"	1
4526	prisoner	8
4527	handcuffs	1
4528	clattered	2
4529	wrists.	2
4530	veins.	2
4531	goodness,	2
4532	also,	5
4533	'sir'	1
4534	'please.'	1
4535	stare	3
4536	snigger.	1
4537	please,	4
4538	march	4
4539	Highness	1
4540	police-station?"	1
4541	better,"	1
4542	Clay	1
4543	serenely.	2
4544	sweeping	4
4545	bow	4
4546	quietly	11
4547	custody	1
4548	detective.	1
4549	"Really,	2
4550	repay	3
4551	detected	1
4552	defeated	2
4553	robbery	4
4554	experience."	1
4555	scores	1
4556	settle	9
4557	expense	9
4558	refund,	1
4559	beyond	19
4560	amply	1
4561	repaid	1
4562	ways	8
4563	unique,	3
4564	League."	1
4565	whisky	2
4566	soda	2
4567	"it	10
4568	fantastic	5
4569	Encyclopaedia,	1
4570	over-bright	1
4571	day.	9
4572	curious	15
4573	managing	2
4574	really,	4
4575	suggest	6
4576	method	4
4577	Clay's	1
4578	ingenious	1
4579	accomplice's	1
4580	lure	4
4581	thousands?	1
4582	rogue	2
4583	incites	1
4584	manage	4
4585	absence	3
4586	week.	3
4587	motive	4
4588	securing	4
4589	was?"	1
4590	"Had	3
4591	women	18
4592	suspected	1
4593	mere	17
4594	vulgar	2
4595	intrigue.	1
4596	That,	3
4597	question.	7
4598	elaborate	2
4599	preparations,	1
4600	expenditure	1
4601	at.	2
4602	must,	1
4603	be?	4
4604	assistant's	1
4605	fondness	1
4606	photography,	1
4607	vanishing	3
4608	cellar!	1
4609	tangled	4
4610	clue.	5
4611	inquiries	4
4612	coolest	1
4613	cellar--something	1
4614	end.	11
4615	be,	9
4616	more?	1
4617	tunnel	1
4618	building.	2
4619	surprised	16
4620	beating	3
4621	stick.	1
4622	ascertaining	3
4623	behind.	3
4624	bell,	4
4625	hoped,	1
4626	skirmishes,	1
4627	see.	6
4628	worn,	1
4629	wrinkled,	2
4630	stained	4
4631	were.	1
4632	burrowing.	1
4633	remaining	4
4634	burrowing	1
4635	premises,	3
4636	solved	7
4637	concert	2
4638	Yard	3
4639	result	12
4640	seen."	1
4641	to-night?"	4
4642	presence--in	1
4643	words,	7
4644	tunnel.	1
4645	essential	7
4646	soon,	2
4647	discovered,	3
4648	removed.	1
4649	beautifully,"	1
4650	exclaimed	9
4651	unfeigned	1
4652	admiration.	1
4653	link	4
4654	rings	2
4655	true."	2
4656	ennui,"	1
4657	yawning.	2
4658	"Alas!	1
4659	feel	18
4660	spent	12
4661	escape	4
4662	commonplaces	2
4663	existence.	4
4664	problems	10
4665	benefactor	2
4666	race,"	1
4667	use,"	1
4668	'L'homme	1
4669	c'est	2
4670	rien--l'oeuvre	1
4671	tout,'	1
4672	Gustave	1
4673	Flaubert	1
4674	George	53
4675	Sand."	1
4676	CASE	1
4677	IDENTITY	1
4678	"life	1
4679	infinitely	2
4680	invent.	1
4681	dare	4
4682	conceive	1
4683	fly	4
4684	hover	1
4685	city,	4
4686	roofs,	1
4687	peep	1
4688	queer	1
4689	on,	6
4690	coincidences,	1
4691	plannings,	1
4692	cross-purposes,	1
4693	chains	1
4694	working	10
4695	generations,	1
4696	leading	8
4697	outre	2
4698	results,	2
4699	fiction	1
4700	conventionalities	1
4701	foreseen	2
4702	conclusions	6
4703	stale	1
4704	unprofitable."	1
4705	convinced	13
4706	bald	2
4707	enough.	5
4708	reports	1
4709	realism	1
4710	limits,	1
4711	confessed,	2
4712	fascinating	3
4713	artistic."	1
4714	selection	1
4715	discretion	2
4716	producing	3
4717	realistic	1
4718	effect,"	1
4719	wanting	4
4720	report,	1
4721	stress	1
4722	laid,	2
4723	platitudes	1
4724	magistrate	2
4725	observer	2
4726	contain	3
4727	vital	6
4728	essence	2
4729	Depend	1
4730	unnatural	4
4731	commonplace."	1
4732	smiled	4
4733	"Of	8
4734	unofficial	3
4735	adviser	1
4736	everybody	1
4737	puzzled,	2
4738	throughout	7
4739	continents,	1
4740	contact	4
4741	bizarre.	1
4742	here"--I	1
4743	picked	10
4744	ground--"let	1
4745	practical	12
4746	test.	1
4747	heading	3
4748	'A	4
4749	husband's	6
4750	cruelty	1
4751	wife.'	1
4752	column	4
4753	print,	1
4754	reading	7
4755	drink,	4
4756	push,	1
4757	blow,	2
4758	bruise,	1
4759	sister	25
4760	landlady.	1
4761	crudest	1
4762	writers	5
4763	invent	3
4764	crude."	1
4765	example	5
4766	argument,"	1
4767	Dundas	1
4768	separation	3
4769	happens,	2
4770	connection	18
4771	teetotaler,	1
4772	complained	3
4773	meal	3
4774	teeth	4
4775	hurling	2
4776	wife,	6
4777	which,	16
4778	allow,	1
4779	action	15
4780	imagination	2
4781	story-teller.	1
4782	Take	2
4783	acknowledge	2
4784	example."	2
4785	snuffbox	1
4786	gold,	3
4787	amethyst	1
4788	lid.	1
4789	splendour	1
4790	homely	4
4791	commenting	1
4792	"Ah,"	2
4793	weeks.	2
4794	souvenir	1
4795	return	21
4796	assistance	7
4797	papers."	4
4798	ring?"	2
4799	asked,	10
4800	sparkled	1
4801	finger.	2
4802	Holland,	3
4803	served	12
4804	problems."	1
4805	feature	3
4806	important,	3
4807	unimportant	1
4808	analysis	4
4809	gives	7
4810	charm	2
4811	investigation.	4
4812	apt	1
4813	simpler,	1
4814	bigger	1
4815	obvious,	1
4816	motive.	1
4817	intricate	2
4818	referred	7
4819	Marseilles,	1
4820	presents	2
4821	possible,	6
4822	clients,	1
4823	mistaken."	1
4824	gazing	6
4825	dull	6
4826	neutral-tinted	1
4827	Looking	1
4828	shoulder,	2
4829	opposite	4
4830	fur	3
4831	boa	1
4832	neck,	2
4833	curling	3
4834	feather	3
4835	tilted	1
4836	coquettish	1
4837	Duchess	2
4838	Devonshire	1
4839	ear.	5
4840	panoply	1
4841	nervous,	1
4842	hesitating	2
4843	windows,	3
4844	oscillated	1
4845	backward	4
4846	fidgeted	1
4847	glove	3
4848	buttons.	1
4849	plunge,	1
4850	swimmer	1
4851	leaves	5
4852	bank,	1
4853	clang	3
4854	symptoms	1
4855	cigarette	2
4856	"Oscillation	1
4857	means	19
4858	affaire	1
4859	de	5
4860	coeur.	1
4861	advice,	3
4862	communication.	1
4863	discriminate.	1
4864	wronged	1
4865	oscillates,	1
4866	symptom	1
4867	wire.	3
4868	maiden	3
4869	angry	8
4870	perplexed,	1
4871	grieved.	1
4872	tap	2
4873	boy	10
4874	buttons	2
4875	announce	2
4876	loomed	2
4877	full-sailed	1
4878	merchant-man	1
4879	tiny	7
4880	pilot	1
4881	boat.	1
4882	welcomed	1
4883	courtesy	1
4884	abstracted	4
4885	trying	9
4886	typewriting?"	1
4887	first,"	2
4888	"but	13
4889	looking."	1
4890	realising	3
4891	purport	2
4892	violent	7
4893	start	13
4894	astonishment	2
4895	good-humoured	1
4896	"You've	1
4897	"else	1
4898	mind,"	2
4899	laughing;	3
4900	things.	3
4901	Perhaps	8
4902	overlook.	1
4903	Etherege,	1
4904	dead.	2
4905	Oh,	15
4906	I'm	4
4907	rich,	1
4908	besides	3
4909	machine,	1
4910	Hosmer	20
4911	Angel."	5
4912	hurry?"	1
4913	finger-tips	4
4914	ceiling.	4
4915	Again	5
4916	vacuous	2
4917	Sutherland.	2
4918	bang	2
4919	house,"	3
4920	Windibank--that	1
4921	father--took	1
4922	police,	6
4923	last,	14
4924	done,	4
4925	mad,	3
4926	father,"	1
4927	"your	2
4928	stepfather,	7
4929	surely,	2
4930	different."	1
4931	stepfather.	2
4932	father,	13
4933	funny,	1
4934	too,	21
4935	older	8
4936	myself."	3
4937	mother	25
4938	alive?"	2
4939	alive	6
4940	wasn't	2
4941	pleased,	2
4942	father's	11
4943	death,	9
4944	fifteen	5
4945	younger	3
4946	herself.	2
4947	Father	1
4948	plumber	1
4949	Tottenham	4
4950	Road,	5
4951	tidy	1
4952	Hardy,	2
4953	foreman;	1
4954	Windibank	8
4955	sell	7
4956	business,	11
4957	superior,	1
4958	traveller	1
4959	wines.	1
4960	$4700	1
4961	goodwill	1
4962	interest,	5
4963	father	47
4964	alive."	1
4965	impatient	4
4966	rambling	1
4967	inconsequential	1
4968	narrative,	2
4969	concentration	1
4970	attention.	4
4971	income,"	1
4972	"does	2
4973	business?"	2
4974	separate	11
4975	uncle	9
4976	Ned	1
4977	Auckland.	1
4978	Zealand	1
4979	stock,	2
4980	paying	9
4981	4	2
4982	1/4	1
4983	per	4
4984	cent.	1
4985	thousand	24
4986	amount,	1
4987	interest."	4
4988	extremely,"	1
4989	bargain,	1
4990	travel	2
4991	indulge	2
4992	nicely	1
4993	income	3
4994	$60."	1
4995	burden	2
4996	staying	4
4997	draws	1
4998	pays	1
4999	mother,	6
5000	typewriting.	1
5001	brings	2
5002	twopence	1
5003	sheet,	1
5004	day."	3
5005	Kindly	5
5006	flush	4
5007	stole	1
5008	Sutherland's	1
5009	nervously	1
5010	fringe	4
5011	jacket.	2
5012	met	42
5013	gasfitters'	2
5014	ball,"	1
5015	tickets	1
5016	alive,	2
5017	remembered	4
5018	mother.	2
5019	go.	5
5020	anywhere.	1
5021	mad	6
5022	Sunday-school	1
5023	treat.	1
5024	go;	1
5025	prevent?	1
5026	fit	9
5027	friends	17
5028	there.	16
5029	wear,	2
5030	purple	3
5031	plush	3
5032	drawer.	2
5033	France	18
5034	firm,	4
5035	foreman,	1
5036	suppose,"	2
5037	annoyed	2
5038	ball."	1
5039	laughed,	1
5040	remember,	3
5041	shoulders,	4
5042	denying	2
5043	way."	4
5044	ball	2
5045	met,	4
5046	safe,	6
5047	him--that	1
5048	walks,	1
5049	Angel	5
5050	more."	1
5051	"No?"	1
5052	sort.	4
5053	visitors	3
5054	circle.	3
5055	circle	7
5056	with,	2
5057	Angel?	1
5058	Did	12
5059	gone.	5
5060	write	10
5061	meantime,	2
5062	"Were	3
5063	took.	1
5064	Hosmer--Mr.	1
5065	Angel--was	1
5066	cashier	1
5067	Leadenhall	5
5068	Street--and--"	1
5069	office?"	1
5070	"That's	5
5071	worst	3
5072	"Where	5
5073	live,	2
5074	premises."	1
5075	"No--except	1
5076	Post	2
5077	Office,	1
5078	chaffed	1
5079	clerks	2
5080	offered	16
5081	typewrite	1
5082	his,	4
5083	typewritten	3
5084	fond	6
5085	of."	3
5086	suggestive,"	1
5087	axiom	1
5088	important.	4
5089	Angel?"	3
5090	shy	2
5091	daylight,	1
5092	hated	6
5093	conspicuous.	1
5094	retiring	2
5095	gentlemanly	1
5096	gentle.	1
5097	He'd	1
5098	quinsy	1
5099	swollen	1
5100	glands	1
5101	weak	4
5102	throat,	2
5103	hesitating,	1
5104	whispering	1
5105	speech.	3
5106	dressed,	8
5107	plain,	1
5108	weak,	2
5109	tinted	4
5110	glasses	5
5111	glare."	1
5112	Windibank,	5
5113	France?"	1
5114	proposed	2
5115	earnest	1
5116	swear,	2
5117	Testament,	2
5118	whatever	14
5119	Mother	3
5120	passion.	3
5121	fonder	1
5122	talked	6
5123	marrying	2
5124	father;	1
5125	afterwards,	1
5126	sly,	1
5127	Bordeaux,	1
5128	offices,	2
5129	wedding."	2
5130	missed	7
5131	England	78
5132	arrived."	1
5133	unfortunate.	1
5134	wedding	6
5135	arranged,	2
5136	Friday.	1
5137	church?"	1
5138	quietly.	5
5139	Saviour's,	1
5140	King's	3
5141	Cross,	2
5142	breakfast	12
5143	Pancras	1
5144	Hotel.	1
5145	four-wheeler,	1
5146	four-wheeler	3
5147	box	12
5148	there!	1
5149	Friday,	3
5150	shamefully	2
5151	treated,"	1
5152	sir!	3
5153	Why,	3
5154	happened,	4
5155	true;	1
5156	unforeseen	4
5157	occurred	15
5158	pledged	3
5159	pledge	3
5160	later.	3
5161	talk	19
5162	wedding-morning,	1
5163	meaning	7
5164	"Most	1
5165	does.	2
5166	catastrophe	1
5167	foresaw	2
5168	happened."	3
5169	notion	1
5170	been?"	1
5171	matter?"	6
5172	angry,	4
5173	again."	2
5174	father?	2
5175	"Yes;	7
5176	bringing	7
5177	doors	6
5178	church,	2
5179	leaving	10
5180	me?	6
5181	settled	10
5182	reason,	6
5183	independent	15
5184	shilling	1
5185	happened?	1
5186	write?	1
5187	half-mad	2
5188	sleep	6
5189	wink	1
5190	night."	3
5191	handkerchief	9
5192	muff	1
5193	sob	2
5194	heavily	12
5195	rising,	1
5196	definite	6
5197	result.	4
5198	dwell	1
5199	further.	1
5200	Above	3
5201	try	7
5202	vanish	3
5203	memory,	2
5204	life."	3
5205	again?"	1
5206	not."	5
5207	hands.	15
5208	accurate	2
5209	description	6
5210	spare."	1
5211	advertised	2
5212	Saturday's	1
5213	Chronicle,"	1
5214	slip	8
5215	"No.	5
5216	31	1
5217	Lyon	1
5218	Place,	1
5219	Camberwell."	1
5220	Angel's	1
5221	had,	15
5222	understand.	3
5223	travels	1
5224	Westhouse	2
5225	Marbank,	2
5226	claret	1
5227	importers	1
5228	Fenchurch	2
5229	statement	13
5230	clearly.	1
5231	here,	15
5232	incident	8
5233	sealed	2
5234	book,	3
5235	allow	8
5236	kind,	2
5237	Hosmer.	1
5238	faith	11
5239	respect.	2
5240	bundle	5
5241	promise	11
5242	whenever	3
5243	summoned.	2
5244	pressed	7
5245	gaze	1
5246	directed	5
5247	upward	2
5248	rack	1
5249	oily	1
5250	pipe,	6
5251	counsellor,	1
5252	leaned	5
5253	cloud-wreaths	1
5254	spinning	4
5255	infinite	1
5256	study,	2
5257	maiden,"	1
5258	trite	1
5259	one.	13
5260	Andover	1
5261	'77,	1
5262	Hague	1
5263	year.	4
5264	Old	18
5265	idea,	1
5266	details	12
5267	instructive."	1
5268	invisible	2
5269	unnoticed,	1
5270	look,	2
5271	sleeves,	2
5272	suggestiveness	1
5273	thumb-nails,	1
5274	boot-lace.	1
5275	gather	7
5276	appearance?	1
5277	Describe	3
5278	slate-coloured,	1
5279	straw	1
5280	brickish	1
5281	Her	13
5282	jacket	2
5283	black,	2
5284	beads	1
5285	sewn	1
5286	jet	2
5287	ornaments.	1
5288	brown,	2
5289	darker	2
5290	sleeves.	1
5291	gloves	1
5292	greyish	2
5293	worn	10
5294	forefinger.	1
5295	boots	4
5296	earrings,	1
5297	well-to-do	3
5298	vulgar,	1
5299	comfortable,	1
5300	easy-going	3
5301	softly	3
5302	chuckled.	1
5303	'Pon	2
5304	word,	5
5305	wonderfully.	1
5306	importance,	2
5307	hit	3
5308	method,	3
5309	Never	3
5310	impressions,	1
5311	concentrate	1
5312	details.	2
5313	sleeve.	2
5314	trouser.	1
5315	observe,	5
5316	useful	5
5317	material	4
5318	traces.	1
5319	typewritist	1
5320	presses	2
5321	beautifully	3
5322	defined.	1
5323	sewing-machine,	1
5324	type,	1
5325	mark,	1
5326	arm,	1
5327	farthest	2
5328	thumb,	5
5329	broadest	1
5330	part,	4
5331	dint	1
5332	pince-nez	2
5333	ventured	6
5334	typewriting,	1
5335	"But,	1
5336	obvious.	5
5337	odd	3
5338	ones;	1
5339	slightly	4
5340	decorated	1
5341	toe-cap,	1
5342	plain	9
5343	buttoned	3
5344	five,	2
5345	third,	2
5346	fifth.	1
5347	neatly	3
5348	boots,	4
5349	hurry."	1
5350	else?"	2
5351	reasoning.	2
5352	noted,	2
5353	passing,	1
5354	fully	8
5355	dressed.	1
5356	torn	5
5357	violet	2
5358	ink.	2
5359	hurry	5
5360	dipped	1
5361	pen	7
5362	deep.	1
5363	amusing,	1
5364	elementary,	1
5365	printed	7
5366	"Missing,"	1
5367	"on	1
5368	fourteenth,	1
5369	Angel.	1
5370	About	6
5371	ft.	1
5372	height;	1
5373	built,	2
5374	sallow	4
5375	complexion,	1
5376	hair,	9
5377	centre,	2
5378	bushy,	1
5379	side-whiskers	2
5380	moustache;	1
5381	glasses,	3
5382	infirmity	1
5383	frock-coat	2
5384	silk,	3
5385	waistcoat,	3
5386	Harris	1
5387	tweed	2
5388	gaiters	1
5389	elastic-sided	2
5390	boots.	2
5391	Known	1
5392	Anybody	1
5393	bringing--"	1
5394	letters,"	1
5395	"they	1
5396	commonplace.	1
5397	Absolutely	1
5398	clue	7
5399	Angel,	3
5400	quotes	1
5401	Balzac	1
5402	once.	10
5403	strike	10
5404	typewritten,"	1
5405	typewritten.	2
5406	Look	4
5407	'Hosmer	1
5408	Angel'	1
5409	bottom.	1
5410	date,	4
5411	superscription	1
5412	vague.	1
5413	suggestive--in	1
5414	conclusive."	1
5415	what?"	2
5416	bears	4
5417	case?"	2
5418	deny	3
5419	breach	1
5420	instituted."	1
5421	firm	15
5422	City,	3
5423	asking	7
5424	relatives.	2
5425	answers	3
5426	interim."	1
5427	solid	5
5428	grounds	9
5429	assured	6
5430	demeanour	1
5431	treated	6
5432	fathom.	1
5433	fail,	3
5434	photograph;	1
5435	weird	2
5436	Sign	2
5437	Four,	1
5438	tangle	1
5439	unravel.	1
5440	puffing	3
5441	conviction	6
5442	clues	2
5443	identity	3
5444	disappearing	1
5445	professional	13
5446	gravity	2
5447	engaging	2
5448	bedside	1
5449	sufferer.	1
5450	free	24
5451	spring	6
5452	assist	2
5453	denouement	1
5454	mystery.	2
5455	alone,	5
5456	recesses	2
5457	array	1
5458	bottles	1
5459	test-tubes,	1
5460	pungent	1
5461	cleanly	1
5462	hydrochloric	1
5463	acid,	1
5464	chemical	4
5465	bisulphate	1
5466	baryta."	1
5467	mystery!"	2
5468	that!	1
5469	salt	2
5470	upon.	5
5471	though,	1
5472	yesterday,	4
5473	drawback	2
5474	law,	6
5475	fear,	7
5476	scoundrel."	2
5477	"Who	8
5478	deserting	1
5479	Sutherland?"	2
5480	mouth,	2
5481	lips	10
5482	reply,	2
5483	footfall	2
5484	girl's	4
5485	James	29
5486	Windibank,"	3
5487	six.	1
5488	sturdy,	1
5489	middle-sized	2
5490	age,	9
5491	clean-shaven,	2
5492	sallow-skinned,	1
5493	bland,	1
5494	insinuating	2
5495	wonderfully	2
5496	penetrating	5
5497	sideboard,	5
5498	sidled	1
5499	nearest	1
5500	"Good-evening,	1
5501	appointment	11
5502	o'clock?"	1
5503	late,	2
5504	master,	1
5505	Sutherland	2
5506	troubled	3
5507	wash	2
5508	linen	4
5509	public.	2
5510	came,	5
5511	excitable,	1
5512	impulsive	1
5513	girl,	8
5514	noticed,	2
5515	controlled	9
5516	pleasant	5
5517	misfortune	6
5518	noised	1
5519	abroad.	2
5520	useless	2
5521	expense,	3
5522	contrary,"	2
5523	quietly;	1
5524	succeed	5
5525	discovering	3
5526	gloves.	1
5527	delighted	3
5528	thing,"	4
5529	typewriter	2
5530	individuality	2
5531	handwriting.	1
5532	Unless	1
5533	new,	1
5534	alike.	1
5535	slurring	1
5536	'e,'	1
5537	defect	1
5538	tail	2
5539	'r.'	1
5540	fourteen	2
5541	characteristics,	2
5542	obvious."	1
5543	correspondence	4
5544	worn,"	1
5545	bright	11
5546	continued.	2
5547	devoted	6
5548	missing	7
5549	'e's'	1
5550	slurred	1
5551	'r's'	1
5552	tailless,	1
5553	characteristics	2
5554	alluded	1
5555	hat.	3
5556	waste	3
5557	talk,	1
5558	"Certainly,"	1
5559	stepping	3
5560	"What!	4
5561	where?"	1
5562	rat	2
5563	trap.	1
5564	do--really	1
5565	won't,"	1
5566	suavely.	1
5567	Windibank.	2
5568	transparent,	1
5569	solve	6
5570	That's	1
5571	right!	3
5572	over."	3
5573	collapsed	1
5574	ghastly	2
5575	glitter	1
5576	moisture	2
5577	brow.	1
5578	"It--it's	1
5579	actionable,"	1
5580	stammered.	2
5581	ourselves,	2
5582	cruel	3
5583	selfish	1
5584	heartless	1
5585	petty	3
5586	contradict	1
5587	wrong."	2
5588	huddled	3
5589	breast,	3
5590	utterly	5
5591	crushed.	1
5592	stuck	2
5593	mantelpiece	3
5594	leaning	8
5595	talking,	3
5596	seemed,	2
5597	money,"	1
5598	enjoyed	6
5599	sum,	2
5600	position,	2
5601	difference.	1
5602	good,	4
5603	disposition,	2
5604	affectionate	2
5605	warm-hearted	1
5606	fair	9
5607	personal	12
5608	advantages,	1
5609	income,	3
5610	allowed	11
5611	mean,	3
5612	stepfather	8
5613	prevent	11
5614	it?	5
5615	keeping	3
5616	forbidding	3
5617	seek	4
5618	restive,	1
5619	insisted	3
5620	rights,	5
5621	ball.	1
5622	clever	7
5623	then?	8
5624	conceives	1
5625	creditable	1
5626	heart.	7
5627	connivance	1
5628	disguised	2
5629	covered	10
5630	masked	1
5631	moustache	1
5632	bushy	2
5633	whiskers,	3
5634	whisper,	1
5635	doubly	2
5636	sight,	2
5637	lovers	1
5638	himself."	1
5639	groaned	3
5640	away."	3
5641	However	2
5642	decidedly	2
5643	away,	10
5644	France,	10
5645	suspicion	7
5646	flattered	3
5647	attentions,	1
5648	loudly	5
5649	expressed	4
5650	admiration	1
5651	call,	1
5652	produced.	1
5653	meetings,	3
5654	engagement,	1
5655	affections	1
5656	deception	1
5657	pretended	1
5658	journeys	1
5659	cumbrous.	1
5660	dramatic	4
5661	permanent	5
5662	suitor	1
5663	Hence	2
5664	vows	2
5665	fidelity	1
5666	exacted	2
5667	hence	3
5668	allusions	1
5669	happening	1
5670	wedding.	4
5671	fate,	2
5672	rate,	3
5673	farther,	3
5674	conveniently	1
5675	Windibank!"	1
5676	recovered	6
5677	assurance	1
5678	sneer	3
5679	law	29
5680	actionable	1
5681	assault	1
5682	illegal	1
5683	constraint."	1
5684	cannot,	4
5685	unlocking	2
5686	"yet	1
5687	deserved	3
5688	punishment	3
5689	brother	6
5690	whip	1
5691	Jove!"	1
5692	bitter	11
5693	duties	15
5694	handy,	1
5695	treat	2
5696	to--"	1
5697	swift	3
5698	whip,	2
5699	clatter	2
5700	stairs,	5
5701	banged,	1
5702	speed	2
5703	road.	3
5704	"There's	3
5705	cold-blooded	1
5706	scoundrel!"	1
5707	laughing,	1
5708	bad,	3
5709	ends	3
5710	gallows.	1
5711	has,	4
5712	respects,	1
5713	devoid	2
5714	reasoning,"	1
5715	conduct,	2
5716	profited	2
5717	incident,	1
5718	suggestive.	3
5719	spectacles	1
5720	voice,	4
5721	hinted	1
5722	disguise,	1
5723	whiskers.	1
5724	suspicions	3
5725	confirmed	3
5726	typewriting	1
5727	signature,	1
5728	inferred	1
5729	handwriting	1
5730	recognise	4
5731	smallest	2
5732	sample	2
5733	isolated	1
5734	facts,	6
5735	minor	7
5736	ones,	3
5737	pointed	10
5738	direction."	1
5739	verify	1
5740	them?"	6
5741	"Having	1
5742	spotted	4
5743	corroboration.	1
5744	worked.	2
5745	Having	13
5746	description.	1
5747	eliminated	1
5748	disguise--the	1
5749	request	4
5750	inform	3
5751	travellers.	1
5752	peculiarities	2
5753	typewriter,	1
5754	reply	3
5755	revealed	5
5756	trivial	7
5757	characteristic	3
5758	defects.	1
5759	tallied	1
5760	respect	4
5761	employe,	1
5762	Voila	1
5763	tout!"	1
5764	Persian	1
5765	saying,	3
5766	danger	14
5767	taketh	1
5768	tiger	1
5769	cub,	1
5770	whoso	1
5771	snatches	1
5772	delusion	1
5773	woman.'	1
5774	Hafiz	1
5775	Horace,	1
5776	world."	4
5777	BOSCOMBE	1
5778	VALLEY	1
5779	MYSTERY	1
5780	seated	7
5781	telegram.	1
5782	spare?	1
5783	wired	3
5784	tragedy.	2
5785	Shall	1
5786	Air	1
5787	scenery	1
5788	perfect.	1
5789	Leave	1
5790	Paddington	6
5791	11:15."	1
5792	dear?"	1
5793	"Will	3
5794	go?"	2
5795	say.	3
5796	list	10
5797	Anstruther	1
5798	cases."	1
5799	ungrateful	2
5800	seeing	21
5801	them,"	2
5802	once,	8
5803	hour."	2
5804	camp	5
5805	Afghanistan	1
5806	traveller.	1
5807	simple,	3
5808	stated	6
5809	valise,	1
5810	rattling	2
5811	Station.	1
5812	platform,	1
5813	gaunt	2
5814	gaunter	1
5815	taller	1
5816	travelling-cloak	1
5817	close-fitting	1
5818	cap.	1
5819	difference	3
5820	rely.	1
5821	Local	3
5822	aid	13
5823	worthless	2
5824	biassed.	1
5825	seats	4
5826	tickets."	1
5827	litter	1
5828	Among	6
5829	rummaged	4
5830	read,	2
5831	intervals	2
5832	note-taking	1
5833	meditation,	1
5834	Reading.	4
5835	onto	6
5836	word.	4
5837	days."	2
5838	press	11
5839	accounts.	1
5840	gather,	1
5841	extremely	5
5842	difficult."	2
5843	paradoxical."	1
5844	profoundly	1
5845	Singularity	1
5846	invariably	3
5847	established	18
5848	son	27
5849	murdered	3
5850	conjectured	2
5851	granted	13
5852	opportunity	6
5853	words.	10
5854	"Boscombe	1
5855	district	1
5856	Herefordshire.	1
5857	largest	4
5858	landed	3
5859	proprietor	7
5860	Turner,	4
5861	Australia	1
5862	farms	3
5863	held,	3
5864	Hatherley,	5
5865	Charles	14
5866	McCarthy,	4
5867	ex-Australian.	1
5868	colonies,	32
5869	McCarthy	21
5870	tenant	1
5871	remained,	1
5872	terms	9
5873	equality,	1
5874	son,	14
5875	lad	7
5876	eighteen,	1
5877	wives	1
5878	appear	9
5879	avoided	3
5880	neighbouring	3
5881	lives,	1
5882	McCarthys	3
5883	sport	1
5884	race-meetings	1
5885	neighbourhood.	2
5886	servants--a	1
5887	girl.	2
5888	half-dozen	1
5889	least.	3
5890	families.	1
5891	June	7
5892	3rd,	1
5893	Hatherley	9
5894	Pool,	4
5895	lake	1
5896	formed	20
5897	spreading	2
5898	Valley.	2
5899	serving-man	1
5900	three.	3
5901	alive.	2
5902	Farmhouse	1
5903	Pool	3
5904	mile,	1
5905	mentioned,	2
5906	Crowder,	3
5907	game-keeper	2
5908	employ	1
5909	Turner.	5
5910	witnesses	1
5911	depose	1
5912	alone.	12
5913	adds	1
5914	gun	6
5915	arm.	3
5916	actually	10
5917	occurred.	7
5918	game-keeper,	2
5919	thickly	2
5920	wooded	1
5921	reeds	2
5922	Patience	1
5923	Moran,	3
5924	lodge-keeper	3
5925	estate,	7
5926	woods	7
5927	picking	2
5928	flowers.	2
5929	states	18
5930	saw,	4
5931	border	4
5932	wood	3
5933	lake,	1
5934	quarrel.	1
5935	elder	1
5936	language	8
5937	latter	10
5938	father.	5
5939	frightened	11
5940	violence	5
5941	quarrelling	2
5942	fight.	1
5943	lodge	2
5944	dead	10
5945	wood,	3
5946	lodge-keeper.	1
5947	excited,	1
5948	sleeve	1
5949	blood.	2
5950	pool.	2
5951	blows	3
5952	blunt	4
5953	weapon.	3
5954	injuries	3
5955	inflicted	4
5956	butt-end	2
5957	son's	4
5958	gun,	1
5959	paces	3
5960	Under	4
5961	arrested,	3
5962	verdict	4
5963	'wilful	1
5964	murder'	1
5965	inquest	1
5966	Tuesday,	1
5967	Wednesday	2
5968	magistrates	1
5969	Assizes.	4
5970	Those	7
5971	coroner	6
5972	police-court."	1
5973	damning	2
5974	circumstantial	1
5975	evidence	13
5976	here."	6
5977	"Circumstantial	1
5978	tricky	1
5979	thoughtfully.	2
5980	thing,	10
5981	shift	1
5982	view	13
5983	pointing	7
5984	uncompromising	1
5985	different.	2
5986	looks	11
5987	grave	6
5988	culprit.	1
5989	landowner,	1
5990	innocence,	1
5991	retained	10
5992	Lestrade,	8
5993	recollect	1
5994	middle-aged	1
5995	gentlemen	5
5996	flying	3
5997	westward	10
5998	miles	16
5999	digesting	1
6000	breakfasts	1
6001	home."	1
6002	afraid,"	1
6003	credit	10
6004	case."	4
6005	deceptive	1
6006	fact,"	1
6007	"Besides,	1
6008	Lestrade.	3
6009	boasting	1
6010	confirm	4
6011	destroy	1
6012	theory	7
6013	incapable	1
6014	employing,	1
6015	understanding.	1
6016	right-hand	2
6017	Lestrade	21
6018	noted	1
6019	self-evident	1
6020	that."	4
6021	earth--"	2
6022	military	23
6023	neatness	1
6024	characterises	1
6025	shave	2
6026	season	2
6027	sunlight;	1
6028	shaving	1
6029	farther	7
6030	positively	1
6031	slovenly	1
6032	angle	7
6033	jaw,	1
6034	surely	3
6035	illuminated	1
6036	habits	7
6037	equal	11
